userName,score,at,content
Masyus Official,1,2021-03-20 11:10:04,Mau test dulu.. Bener gak nih apk 😂
All Fine Zone,1,2021-03-20 10:52:16,Apa ini aplikasi kenapa setiap mode teka teki selalu muncul invalid token Supplied apa apaan ini memang di desain untuk tidak MENANG TEMPIK
Wahyu Ismanto,1,2021-03-20 10:18:20,Tolong klarifikasi akun dewa kipas cara curangnya.. langkah ke berapa curangnya dan aplikasi apa buat cara main curang.. trims
Fahri Lalu,1,2021-03-20 10:17:21,"Perbaiki aja keadilan dulu,baru bisa ngomong mau jadi apk catur nomer 1"
MUHAMMAD IKHSAN,5,2021-03-20 09:58:12,"what does the cheat mean,The numbers are clear The pawn is the same, it means that Gotham Chess doesn't deserve to be an international master, if that's true DEWA_KIPAS That's using this cheat, not fps or mobile, this is a smart game. Strategy wins, lol ....."
Siti Hamidah,1,2021-03-20 09:42:15,"GM yang tidak bisa membedakan mana yang curang dan mana yang jujur, sungguh idiot !"
Banu Bagaskara,1,2021-03-20 09:37:55,"Tidak bisa membedakan mana yang cheat dan tidak, anda Banned dewa kipas hanya karna banyak yang melaporkan ? Sungguh idiot"
Iska Mila,1,2021-03-20 09:21:45,Developer yang tidak sportif
Basis Selatan,5,2021-03-20 09:13:35,Malu malu in indo lo semua
JAVAS GADARENA,5,2021-03-20 08:39:05,"Bagus sekali. Terlepas dari fenomena Dewa Kipas. Tapi memang orang butuh suatu sensasi, untuk kemudian tau bahwa ada aplikasi sebagus ini. Maju Jaya Dunia Catur."
usamah balfaqih,5,2021-03-20 08:13:15,Game yang sangat baik
Samagaha Edu,1,2021-03-20 07:53:40,"Kalo kalah sama bapak2 jangan banyak alasan.... Setelah rating saya hapus aplikasinya,,, saya cuma mau menyampaikan kejengkelan saya"
Penikmat Film,1,2021-03-20 07:50:10,"maaf min, ini ada bug apa gimana, masa pas pion nyampe ke ujung, dia bisa milih quin lagi, padahal quin dia itu belum saya makan, kalau kaya gitu caranya sangat tidak nyaman sekali pake aplikasi ini, maaf saya kasih bintang 1 karena saya tidak nyaman dengan hal seperti itu."
Andra Muhamad Kautsar,4,2021-03-20 06:22:31,Game nya bagus buat jadiin lu pintar
Dzaki Abdhul Kholis,1,2021-03-20 03:47:33,kalau menang terus ? apakah nanti diblokir ?
Wahyu Effendi,5,2021-03-20 03:45:58,Awalnya Gw Gk Percaya Dengan Yang Di Katakan Microsoft Kalau Netizen Indonesia Adalah Yang Paling Tidak Sopan se-Asia.Tapi Setelah Kasus Dewa_Kipas Muncul.Gw Jadi 100% Percaya Kalau Netizen Indonesia Emang Tidak Sopan.Suka Nge-bully @GothamChess Padahal Gk Tau Apa-apa.Kalian Membully @GothamChess Dengan Kasus Yang Masih Belum Jelas Kebenarannya Itu Sama Saja Dengan Merusak Nama Baik Indonesia.Tolong Lah Berfikir Sehat.Bisa Aja Dewa_Kipas Memang Menggunakan Cheat.Mikir Pakai Otak! Dasar Tolol!
adli yaafi,4,2021-03-20 03:33:47,Dewa kipas saha si anjer
Akbar Mario junaedy,5,2021-03-20 02:34:42,"Sebelumnya saya cuma bermain catur di warkop aja secara langsung Tetapi sejak viral kasus dewa_kipas, saya jadi minat install aplikasi ini Bikin akun baru pake google Alhamdulillah 2 hari main ranking saya langsung naik dari 800 jadi 1400 an"
Spot Idaman,5,2021-03-20 02:27:01,"Yang kasi bintang 1 lu lu pada tau ngak akar permasalahannya apa .????? Bodoh jangan di pelihara ,.!!! Developer tidak akan nge BANNED PLAYER YANG JUJUR DAK TIDAK MENGUNALAN BOT . MEREKA JUGA PUNYA IT MASING2 YAN MENGURUS MASALAH CHEATING , MEREKA NGE BANNED SESUAI DATA"
ge amelia zahra,1,2021-03-20 01:20:17,Game diskriminatif.. jgn main game ini.. kalau dah level tinggi juga nanti di kira hack.. mending uninstall... Syukur2 di banned google play.
Mykha Dev,1,2021-03-20 01:01:18,iklannya seperti jamur dimusim hujan
Refinal M,1,2021-03-20 00:50:31,Telacomu admin
Hery Susanto,5,2021-03-20 00:35:43,Good💥💥
Gigas Zero,5,2021-03-20 00:24:53,andio eka kenapa ceramah di mari. macem orng bner aja. tanpa netizen negara gak hidup coy. jadi jangan bacot dan ceramah . bawel aja gede. kambing gedein biar gemuk
RAHMAT AMIN,1,2021-03-20 00:08:26,emang gue pikirin..
Prans Giraldy,5,2021-03-19 23:48:22,Its good
Roni Afrinanda,2,2021-03-19 23:44:58,Saya kasih bintang 2 karena sering terputus koneksi padahal pake wifi dan banyaknya player yg ngulur2 waktu ketika match & maksa remis tolong diperbaiki lagi kedepannya
Thanks dh pke admin pinzy,5,2021-03-19 23:28:41,kami dibayar untuk enjoy
Aria Strwn,3,2021-03-19 23:13:33,I'm downloading this because DEWA KIPAS
Prapto Nurcahyo,5,2021-03-19 22:53:36,Sudah lama gk main catur seru jg lawan orang online.
Andy Syaputra,5,2021-03-19 22:42:04,aplikasi catur yg cukup baik sampai saat ini Ok . . . . .
Lennon Arbian,5,2021-03-19 22:37:56,Tolong maafkan orang orang Indonesia yg abnormal dan biar kan mereka berubah jadi MINDLESS TITAN
achmad musafak,5,2021-03-19 22:37:16,bagus penampilannya
nur khalis,5,2021-03-19 22:18:30,Apk bagus bet sangat rekomendit sekali
Ferri A,5,2021-03-19 22:14:20,Bagus. Bisa offline lawan bot ataupun online lawan player lain👍
Syaiful XOLONEL,1,2021-03-19 22:10:11,Tidak jujur
PECINTA ULAMA,1,2021-03-19 22:09:31,Kurang ajar
Endang Mahfud,1,2021-03-19 21:57:25,Aku mengalah aja kalau menang terus di kira pakai bot. Wkwkw
TOSA MUBORO,1,2021-03-19 21:46:27,"Aplikasi sampah meresahkan dan tidak bertanggung jawab, merugikan pengguna, mencari keuntungan sendiri. Ketika jagoannya kalah maka lawannya langsung dituduh curang dan akunnya diblokir. Buat yang merasa kecewa atau dirugikan sama aplikasi ini ayo kita laporkan bareng² aplikasi ini ke google playstore biar aplikasi ini diblokir. Gue udah lakuin itu dan mungkin gue orang pertama yg melaporkan aplikasi ini ke google."
DEDI HARYADI,1,2021-03-19 21:23:46,"Ga bisa main catur ah, males jadinya"
Myubi Tanfidz,1,2021-03-19 21:21:40,Peraturannya aneh
kuyy lah,5,2021-03-19 20:50:37,"buat saudara/i ku sebangsa dan setanah air ku , jangan mudah terprovokasi dengan berita hoax , carilah sumber terpercaya , jangan menyudutkan satu pihak kita sama² belajar , kebaikan dan kejujuran adalah kunci dari maju nya negera , kita harus bangga dengan adanya aplksi ini membantu kita belajar bermain catur ,dan kita juga bisa bermain bersama orang luar negeri mancanegara itu adalah suatu kebanggaan kita. kalah dan menang itu biasa. jadilah orang yang memakai akal sehat.salam perdamaian"
L M,2,2021-03-19 20:43:03,"oke ini game buriq..apa lu gk terima?? kalo gk mau dbully jangan buat game jelek itu resiko lu kalo dhujat, buat game yg menariklah agar dminati jgn nanggung².kita hanya menilai kalo jelek ya jelek masa mu bilang bagus harusnya update dong malah nyalahkan pengguna. gmna sih 😌🔫"
Jo Aja,5,2021-03-19 20:35:27,Aplikasi Bagus...koq bisa ada yg nilai jelek dengan tidak objektif 🤦
Muhammad Rozaq Kharis Prabowo,5,2021-03-19 20:35:10,Cuma mau nyumbang bintang ngab
Bang Kit Chanel,4,2021-03-19 20:19:10,"Gegara kasus dewa kipas gw main catur lagi... Kasih bintang 4 dulu, Kalau oke Nanti dutambahin"
Hardey Redblue,2,2021-03-19 20:09:49,"Gw kesini dan download aplikasi ini gara-gara yg lagi rame, dewa kipas vs gotham chess, gatau tiba-tiba tertarik pengen nyoba main di aplikasi ini. dah lama juga gw ga maen catur biasanya cuma lawan bot"
Abiyu LOL,5,2021-03-19 19:04:34,seru sih gara-gara drama dewa kipas gw jadi ikutan main wkwk
joni londo,2,2021-03-19 18:58:36,Grand master gunung kemukus... Kapan kita tanding lagi...?!
Pandu SS,5,2021-03-19 18:50:33,Woi liat dulu bukti/masalah sebenarnya dari 2 sisi. Jgn asal hate aja. Sampai apk di hate b1
Rahmat Tulloh,5,2021-03-19 18:45:57,"Terlepas dari masalah gotham chess dengan dewa kipas, game ini benar-benar menarik, karna kita dapat melawan chess player dimana pun kapan pun kita mau"
Molana Kin,5,2021-03-19 18:36:57,"Miris sama netizen indo, jangan malu maluin lah... Miris bro baca komentar negatif kalian"
Sigma Cat,1,2021-03-19 18:29:43,TRASH
0209 Husain Asrori,1,2021-03-19 18:26:35,Masih seru mobile legend.ga bisa milih hero. Kalo di mobile legend ada magic chess jadi bisa milih hero apa aja yang sesuai combo
Wisnu P,1,2021-03-19 18:23:10,Brottt
Nanda Febriyan,3,2021-03-19 18:07:11,Gamenya mantap
Mas Sulung,1,2021-03-19 17:56:10,1 saja dulu
SUPER Nathnael,5,2021-03-19 17:49:40,Banned orang yang kelamaan milih / nyusun strategi bikin risih aja
Project Zero,1,2021-03-19 17:44:43,Waduk
Ray Han,5,2021-03-19 17:42:55,Aplikasinya bagus enak buat main catur
PAINUNG BALLO,1,2021-03-19 17:42:51,Coba bintang 1 ntr klu bagus kasih bintang 2
Wakhid Yusuf,5,2021-03-19 17:38:38,"Terima kasih garena berkat game yang anda buat ibu saya nengijinkan saya untuk bermain catur lagi, dan saya akan berusaha untuk menjadi juara dunia dipermainan ini, terima kasih ibu, terima kasih juga garena"
Uzumakie BoyBoBo,1,2021-03-19 17:20:19,"Baru saja gua download tapi pas lihat pembiatnya dari chess(dot)com, langsung deh gua uninstal lg. Takutnya gua menang terus tar dikiranya gua pake bot/cheat..."
Fadhil Ismail,1,2021-03-19 17:03:54,Always crash. And not fair play
Nofans Micho Anggara,5,2021-03-19 16:59:30,DEWA KIPAS MY HEROESS
Jack Gabriell,5,2021-03-19 16:45:36,Hanya orang bodoh yang memberikan rating rendah.
Xenom Freaks,5,2021-03-19 16:38:36,Very nice
Agil Rahmawan Riandika,1,2021-03-19 16:33:10,"Aplikasi tidak berguna, tidak menjunjung fairplay bermain. Jadi cukup bintang 1 aja jangan download. Sampah trash app."
Deny Halex,1,2021-03-19 16:29:44,Main catur salahkah kl meng 12 kali beruntun.... Knapa akun saya d banned??
Irwan Kusuma,1,2021-03-19 15:57:45,sangat tidak bagus.
Pj fishing,3,2021-03-19 15:50:44,Game not fair play in players
Yudhistira Taqwandaru,1,2021-03-19 15:45:35,i cant login. freak app. on my device esia hidayah
yusuf anfield,1,2021-03-19 15:27:02,"Why block player, he's not cheat, not spam, not toxic and not hack, he's fairplay"
Cerita Mang Supri,1,2021-03-19 15:11:28,Biasa aja
irwan rory,1,2021-03-19 15:08:02,"Jika digame ini bisa curang berarti keamanan nya lemah lah kok catur kelas dunia main di game kayak gini yg bisa dicurangi sama bapak"" Kelas ronda pula unistal dah"
AnrA 21,1,2021-03-19 14:25:10,"Bagus banget, mending download yg lain aja"
Tdy Mulyadi,1,2021-03-19 14:14:11,Install cuma mau kasih rate doang... Mksih
Citra Karomatul Ula Septyo Rini,5,2021-03-19 13:47:29,download ini karna dewa kipas
DANY GAMING,5,2021-03-19 13:45:18,Tenang gan mamank dany join the battle akan membuat gotham chess menagis china Salam bocil kematian
Heri Sumaila,5,2021-03-19 13:20:04,game catur yg sangat oke dan keren
Fori Okto Pakpahan,5,2021-03-19 12:27:34,"Ngakak lihat kebodohan netizen Indonesia, tanpa mengetahui statistik malah bully. Apalagi malah bully developer. Bodoh, tolol, malu maluin. Coba kalau baca berita di cerna dulu jangan langsung barbar tanpa data. Bodoh"
Fahdiyan noor,5,2021-03-19 12:27:06,Aku mau coba game catur ini dulu..soalnya game catur online yg satunya aq menang terus.jd mau coba di sini klo aja ketemu GM yg bisa di kalahin
Raya Caesar Ananta Wira,5,2021-03-19 12:21:44,"After 5 year for east coast, its time dolan (play) chess again"
clipFunTactics,5,2021-03-19 11:57:06,Game ini Bagus Sekali Untuk berlatih secara tidak resmi untuk saya. Mohon banned permainan curang seperti menggunakan engine.
T Paper,1,2021-03-19 11:41:26,"Nice,"
MUJIBBUDDIN (Mujib),5,2021-03-19 11:36:39,"Di wajarkan namanya juga manusia,masa gak ada toleransi sama sekali.padahal mana mungkin orang bisa tahu dengan teliti dan sejitu bahwa itu orang ngecheat."
Arie Septiadi,5,2021-03-19 11:33:18,"Ya elah netizen INDONESIA, emang paling sopan dahhhh"
Lika Rika,1,2021-03-19 11:30:00,Tentang rasa ...
Thareeq Adhi Chandra,5,2021-03-19 11:28:10,"Game bagus, saya sudah install lama, main di waktu senggang, bisa main diwaktu luang, bisa main di warkop dengan teman, tanpa bawa catur sungguhan, ini intinya."
Shandy Shapri,1,2021-03-19 11:01:22,Pelajari lebih lanjut
Mohammad Bisma,5,2021-03-19 11:00:22,The good game
Srimulyati Tarigan,5,2021-03-19 10:54:41,Udh bagus sih sistemnya...
TOBI ZH,1,2021-03-19 10:50:55,"Lagi asik main, saya hitam sudah unggul,. Tau-tau putih menang katanya waktu habis.."
D S,1,2021-03-19 10:50:09,unfair
Rahmat,5,2021-03-19 10:37:50,Aplikasinya keren
Mustain Mustain,1,2021-03-19 10:27:58,"Saya suka aplikasi ini, tpi sayang sangat mudah sekali mem banned akun yg skrg lagi viral dewa kipas, seharusnya di kaji secara mendalam dalam 2 sampai 3 hari, kemarin malem maen besok sdh di banned, mana bukti kajian nya apa karena yg ngelaporin itu orang Amerika, sehingga kita rakyat Indonesia jadi sangat kesal dan kecewa"
ilay aja,3,2021-03-19 10:23:37,"Sebenernya kesalahan juga pada ini game. Knapa saat pertandingan ada petunjuk atau arahan melangkah. Mungkin bagus bagi yg baru belajar, tp kalo saat pertandingan, malah bikin orang kena sangsi. Kan jadi lucu. Udah gtu pihak dev. Ya juga ikutan lagi memblokir. Tinjau ulang lagi dah buat pengembang ini game. Kesalahan bukan pada player, tp pada ini game. Kasih 3 bintang dl. Kalo udah mendingan baru gw kasih 5."
Zacky Putra,5,2021-03-19 09:59:18,sangat membantu untuk mengembangkan bakat
Muhammad Luthfi Attalasyah,5,2021-03-19 09:40:15,Klo gamao maen gausa donlod
zcvnxx,1,2021-03-19 08:34:35,Yok gass
Muhammad Rifa'i Fachrurrozy,1,2021-03-19 08:30:01,Semua aja di bilang cheat
I Zainul A (IndraMars Alchemist),1,2021-03-19 08:12:02,Apaan tai
Hafizh Arkan,1,2021-03-19 08:07:22,GAME AJG UPSSS
Kotak Anime,1,2021-03-19 08:06:33,Chees manteb
fatoni,5,2021-03-19 08:06:31,Kembali bermain catur karena gothamchess dan dewa kipas
Andi arifin,1,2021-03-19 08:04:00,Aplikasi terTAI
Boby Sihombing,1,2021-03-19 07:53:08,"Jangn pernah berpikir catur itu yg paham cuma atlet catur atau yg disebut master2. Banyak bapak2 yg bukan atlet tapi paham main catur dan hebat, jadi ketika atlet yg disebut master klo kalah di game ini jgn merasa dikit2 curang dikit2 curang, ketika anda memainkan game secara online banyak faktor, jd lah master y klo kalah bs menerima,"
Kakang Indonesien Ikhtiar,1,2021-03-19 07:44:41,"I think you made the mistake of banning suspicious players frequently. You have to tackle with system to prevent cheating. if you don't know how, you can ask expert in penalty system."
Voice over Akuistik,5,2021-03-19 07:42:22,"Yo Bro. Jangan terlalu bodoh menilai orang lain. Ghotam chess alias Levy, atlit profesional dan jelas lebih memahami statistik. Toh atlit catur Indo kelas GM pun mengerti. Dan untuk membuktikan itu. Akan di adakan rematch. Namun pihak dewa kipas menolak terus. So kalau benar gak curang. Otomatis mau dong. Kan tanpa biaya. Tinggal main aja. Mikir lah klean"
Iyass Gaming,1,2021-03-19 07:19:16,Ma. . . . . mam. . . . .😅
Abednego Marolov Lasniroha Silalahi,5,2021-03-19 06:55:20,Hayukk
Who Am I,1,2021-03-19 06:37:39,"Gua gk peas demgan aplikasi game ini, karena gampang sekali nge ban akun yg main di game ini, jadi pindah aja ke game lainnya"
Khufra Persona,1,2021-03-19 05:51:31,Chess noob
Corona Gaming,5,2021-03-19 05:29:58,Gamenya bagus terus berkembang jangan hiraukan judge yang ga penting terus berjaya😀
Ardi Perdana,1,2021-03-19 04:50:22,"TERIMA KASIH IBU, SUDAH MENGIZINKANKU UNTUK MEMAINKAN GAME INI, GAME INI SANGAT KEREN, TETAPI OTAK SAYA TIDAK KUAT UNTUK MENGAHADAPI GRANDMASTER DUNIA, JIKA AKU BISA MENGALAHKAN GRANDMASTER DUNIA, NANTI AKU TERKENAL IBU...."
ENDZ ANAM,3,2021-03-19 04:28:36,saya ambil tengah'' biar adil
Indra Baskoro 27,5,2021-03-19 03:49:57,Bagus Aplikasi ini sangat menyenangkan
Hydra 18,1,2021-03-19 02:51:46,Apk cacat
SEN TOD,5,2021-03-19 02:15:40,I like this game :)
Stepanus Saputra,5,2021-03-19 02:04:18,"sedih ngelihat komen an orang orang Indonesia yang dengan pemikiran pendek nya menghina sebuah aplikasi hanya karena sebuah kasus yang mereka bahkan tidak ketahui kebenaran nya seperti apa, Im not gonna save the player, but save the beauty of the game itself"
PakDhe,5,2021-03-19 02:00:26,Sangat bagus dan membantu untuk belajar!
Doni Hamza,5,2021-03-19 01:59:24,"Bagus aplikasinya, bisa buat belajar buat jadi pemain catur yang profesional juga. Ada pelatihannya juga di dalam aplikasinya."
Zidin Joe,1,2021-03-19 01:51:20,game
Maulana Aryansyah Putra,5,2021-03-19 01:30:58,Sangat bagus.. tapi kurang paham soalnya. caranya mainkan catur yang benar
Mustofa Ali Alhamid,4,2021-03-19 01:09:41,Halo saya minta di pelajaran ada bahasa Indonesia semua
arifai alfadz,1,2021-03-19 00:54:59,Gk bisa kroyokan ah males mending main ml
noveetra HitamPutihART,5,2021-03-19 00:52:37,Dewa kipas cupu ditantang grandmaster kabur haha
Iyan Kurnia,1,2021-03-19 00:52:16,Ledig
Suwardi Suwardi,1,2021-03-19 00:20:35,aplikasi catur dengan banyak cheater
Deni Ardiana,5,2021-03-19 00:19:48,I love this chess app
awalka almantiq,1,2021-03-19 00:17:01,jangan remehkan kami
xp.mputt gaming,1,2021-03-19 00:12:24,Baru tau kalo gm irene orang nya sombong...
wilya raditya,1,2021-03-18 23:50:33,Apk ngen tot
Dimas Agung Pamungkas,1,2021-03-18 23:05:26,"Orang maen secara jujur dan menang murni, malah di bilang main curang bego kao!!!"
Raub Azza,1,2021-03-18 23:04:47,aplikasi abal abal
Ichiro Takeo,1,2021-03-18 22:56:11,Ngak minat
Teguh Winarto,5,2021-03-18 22:47:26,"Cool apllication, great for every level player"
Siaw Sin,5,2021-03-18 22:39:49,Ada kesalapahaman dari netizen
Yudha Ananda,1,2021-03-18 22:35:34,almost of people cheating
ADAM 6516,5,2021-03-18 22:35:22,menurutku bagus game nya.
Ahmad Ali ladja,1,2021-03-18 22:33:57,Pokoknya
Kiban Kun,5,2021-03-18 22:22:37,"Maaf sudah salah paham, saya kasih bintang 5 kembali"
Muhammad Al Hadi,1,2021-03-18 22:18:42,"Trash app, limit 10 minutes. I think 30 minutes"
Keith,1,2021-03-18 22:10:43,worst
Conan niva,5,2021-03-18 22:08:30,Semoga netizen Indonesia cepat istighfar dan menjadi bijak lagi
Gilang Febri Awan Herison,5,2021-03-18 22:03:41,Netizen +62 selalu barbar entahlah sampai kapan ini selesai
Gagas TV,1,2021-03-18 21:47:24,Fake apps
I Am,5,2021-03-18 21:25:45,Semua dianggap candaan....
Aulia Tauhid,1,2021-03-18 21:22:27,Mangats
Slurp Demonnyet,3,2021-03-18 21:22:26,Lumayan bagus sih.. Tapi dalam pengamanan soal fairplaynya tolong di tingkatkan lagi... Agar tidak antar pemain saling menuduh satu sama lain.. Bila perlu Rekam all player Melewati sistem anda Bila adanya penggunaan cheat yang mengandung dalam sistem pemain tersebut Nah... Disana anda langsung ban akun tersebut Baik tidak bermain walaupun sedang bermain.. Agar tidak terjadi kesalahpahaman Seperti yang anda ketahui saat ini..
MUKE BENGKOANG,5,2021-03-18 21:18:25,Dewa kipas mania
imaginate or logic,1,2021-03-18 21:17:29,Ga tau ksal aja sih . Maaf . Lagi ga mood . Tar klo udah ga kesal mungkin b5
Андик Читрансия,1,2021-03-18 21:11:18,"Kalo mau instal ini game mending pikrin dulu geh...Game rusak game taikkk masa baru main langsung kalah katanya waktu habis... boyyyy kita baru mau mulai ini langsung di bilang waktu habis...kalo cuma sekali masih maklum mungkin jaringan lah ini udah berkali kali main selalu kaya gitu... Main mlbb lancar,, main pubg juga lancar wifi ping 20..masa iya karna jaringan.... Heloooooo ini game untuk orang ""kaya"" yang selevel apaaaaa.."
Pajril Prajiyanto,5,2021-03-18 21:00:12,Aku datang untuk menantang dewa kipas 😂
fandi,1,2021-03-18 20:53:45,Parahhh!!!!
Hanafi Aulia,1,2021-03-18 20:44:05,Kritik aja dan uninstall chess ini ga adil dan tidak profesional
Kamma Factory,1,2021-03-18 20:35:53,Bad developer
Ainul Hidayat,4,2021-03-18 20:35:12,ada satu fitur analisis gratis
Jimmy Hutagalung,5,2021-03-18 20:28:09,"Game bagus kok dikasih rating kecil, Jangan termakan media dan coba diselidiki dulu developer melakukan aksi banned jika memiliki indikasi kecurangan"
Adit ya???,5,2021-03-18 20:27:33,"Bagus banget, bisa main sama manusia beneran 🤩👍"
Arya Danda,1,2021-03-18 20:13:46,Apk sampah
Novri Dwifa Komrani,1,2021-03-18 20:09:50,Game yang sangat buruk
gallery bang ded,1,2021-03-18 20:00:43,nokomen pikir sendiri ya
Cacing Sixpack,1,2021-03-18 19:59:41,Busuk
Anwar Habibi,5,2021-03-18 19:59:03,menyenangkan dikala waktu senggang
Keisar,5,2021-03-18 19:45:28,aplikasi keren 👍
Salman Alfarisy,1,2021-03-18 19:24:27,Unfair game
zai zai,1,2021-03-18 19:16:08,"Sampah , memihak orang terkenal bukan kebenaran"
REZKY Company,1,2021-03-18 18:57:03,aplikasi bagusssssss tapi menang sekali lsung banned katanya bot iq saya di atas 2500
